sentence_en,start,end,duration,talks_id
"He told me, ",339.53,341.395,1.865,21
"""You cannot buy a banjo. ",341.419,342.834,1.415,21
"You're just like your dad,"" who collects instruments.",342.858,346.033,3.175,21
"And I wrote a post about how I was so mad at him,",346.057,349.93,3.873,21
he was such a tyrant -- he would not let me buy this banjo.,349.954,352.803,2.849,21
And those people who know me understood my joke --,352.827,355.189,2.362,21
"this is Mena, this is how I make a joke at people.",355.213,357.562,2.349,21
"Because the joke in this is that this person is not a tyrant,",357.586,360.834,3.248,21
this person is so loving and so sweet ,360.858,362.834,1.976,21
that he lets me dress him up ,362.858,364.647,1.789,21
and post pictures of him to my blog. ,364.671,367.761,3.09,21
(Laughter) ,367.785,371.608,3.823,21
And if he knew I was showing this right now -- I put this in today --,371.632,374.958,3.326,21
he would kill me. ,374.982,376.815,1.833,21
"But the thing was, my friends read it, ",376.839,379.159,2.32,21
"and they're like, ""Oh, that Mena, she wrote a post",379.183,381.61,2.427,21
"about wanting a stupid thing and being stupid.""",381.634,384.102,2.468,21
"But I got emails from people that said, ",384.126,386.582,2.456,21
"""Oh my God, your husband is such an asshole.",386.606,389.669,3.063,21
How much money does he spend on beer in a year?,389.693,392.504,2.811,21
You could take that money and buy your banjo.,392.528,395.52,2.992,21
"Why don't you open a separate account?"" ",395.544,397.409,1.865,21
"I've been with him since I was 17, we've never had a separate bank account.",397.433,400.985,3.552,21
"They said, ""Separate your bank account. ",401.009,402.89,1.881,21
"Spend your money; spend his money, that's it.""",402.914,405.097,2.183,21
"And then I got people saying, ""Leave him."" ",405.121,407.25,2.129,21
(Laughter) ,407.274,408.421,1.147,21
"I was like, ""OK, what? Who are these people?",408.445,411.296,2.851,21
"And why are they reading this?"" ",411.32,412.834,1.514,21
And I realized: I don't want to reach these people.,412.858,415.243,2.385,21
I don't want to write for this public audience.,415.267,417.834,2.567,21
And I started to kill my blog slowly. ,417.858,419.834,1.976,21
"I'm like, I don't want to write this anymore.",419.858,421.96,2.102,21
Slowly and slowly -- ,421.984,423.604,1.62,21
And I did tell personal stories from time to time.,423.628,426.616,2.988,21
"I wrote this one, and I put this up because of Einstein today.",426.64,429.552,2.912,21
"I'm going to get choked up, because this is my first pet,",429.576,432.255,2.679,21
and she passed away two years ago. ,432.279,433.907,1.628,21
"And I decided to break from, ""I don't really write about my public life,""",433.931,437.389,3.458,21
because I wanted to give her a little memorial.,437.413,439.619,2.206,21
"But anyways, it's these sorts of personal stories --",439.643,442.134,2.491,21
"You know, you read the blogs about politics or about media,",442.158,444.949,2.791,21
and gossip and all these things. ,444.973,446.503,1.53,21
"These are out there, ",446.527,447.685,1.158,21
"but it's more of the personal that interests me,",447.709,450.834,3.125,21
and this is who I am. ,450.858,453.126,2.268,21
"You see Norman Rockwell, and you have art critics say,",453.15,455.703,2.553,21
"""Norman Rockwell is not art. ",455.727,457.154,1.427,21
"Norman Rockwell hangs in living rooms and bathrooms,",457.178,460.31,3.132,21
"and this is not something to be considered high art.""",460.334,463.834,3.5,21
And I think this is one of the most important things,463.858,466.641,2.783,21
to us as humans. ,466.665,468.903,2.238,21
"These things resonate with us, ",468.927,471.525,2.598,21
"and, if you think about blogs, you think of high art blogs,",471.549,474.573,3.024,21
"the history paintings about, you know, all the biblical stories,",474.597,478.563,3.966,21
and then you have this. ,478.587,479.738,1.151,21
These are the blogs that interest me: the people that just tell stories.,479.762,483.454,3.692,21
"One story is about this baby, and his name is Odin.",483.478,487.422,3.944,21
His father was a blogger. ,487.446,489.628,2.182,21
"And he was writing his blog one day, ",489.652,492.522,2.87,21
and his wife gave birth to her baby ,492.546,495.147,2.601,21
at 25 weeks. ,495.171,496.834,1.663,21
And he never expected this. ,496.858,498.607,1.749,21
"One day, it was normal; the next day, it was hell.",498.631,501.834,3.203,21
And this is a one-pound baby. ,501.858,503.632,1.774,21
So Odin was documented every single day. ,503.656,506.834,3.178,21
"Pictures were taken every day: day one, day two ...",506.858,509.53,2.672,21
You have day nine -- they're talking about his apnea;,509.554,512.443,2.889,21
day 39 -- he gets pneumonia. ,512.467,514.324,1.857,21
"His baby is so small, ",514.348,515.834,1.486,21
and I've never encountered such a -- ,515.858,519.215,3.357,21
"just -- a disturbing image, but just so heartfelt.",519.239,522.834,3.595,21
"And you're reading this as it happens, ",523.497,526.64,3.143,21
"so on day 55, everybody reads that he's having failures:",526.664,530.769,4.105,21
"breathing failures and heart failures, ",530.793,532.647,1.854,21
"and it's slowing down, and you don't know what to expect.",532.671,535.834,3.163,21
"But then it gets better. Day 96, he goes home.",535.858,539.07,3.212,21
And you see this post. ,539.094,541.18,2.086,21
That's not something you're going to see in a paper or magazine,541.204,544.234,3.03,21
"but this is something this person feels, ",544.258,546.212,1.954,21
and people are excited about it -- 28 comments.,546.236,548.617,2.381,21
"That's not a huge amount of people reading,",548.641,550.704,2.063,21
but 28 people matter. ,550.728,552.498,1.77,21
"And today, he is a healthy baby, ",552.522,555.433,2.911,21
"who, if you read his blog -- ",555.457,557.592,2.135,21
"it's snowdeal.org, his father's blog -- ",557.616,560.671,3.055,21
"he is taking pictures of him still, because he is still his son",560.695,563.858,3.163,21
"and he is, I think, at his age level right now",563.882,566.834,2.952,21
because he had received such great treatment from the hospital.,566.858,570.612,3.754,21
"So, blogs. ",571.175,572.716,1.541,21
So what? You've probably heard these things before.,572.74,575.287,2.547,21
"We talked about the WELL, and about all these sorts of things",575.311,578.954,3.643,21
throughout our online history. ,578.978,580.834,1.856,21
"But I think blogs are basically just an evolution,",580.858,584.496,3.638,21
and that's where we are today. ,584.52,586.163,1.643,21
"It's this record of who you are, your persona.",586.187,588.783,2.596,21
"You have your Google search, where you say, ""What is Mena Trott?""",588.807,591.872,3.065,21
And then you find these things and you're happy or unhappy.,591.896,595.642,3.746,21
"But then you also find people's blogs, ",595.666,597.834,2.168,21
and those are the records of people that are writing daily --,597.858,600.756,2.898,21
"not necessarily about the same topic, but things that interest them.",600.78,604.7,3.92,21
"And we talk about the world flattens, being in this panel,",604.724,608.47,3.746,21
"and I am very optimistic -- whenever I think about blogs,",608.494,611.591,3.097,21
"I'm like, ""We've got to reach all these people.""",611.615,613.873,2.258,21
Hundreds of millions and billions of people.,613.897,615.976,2.079,21
"We're getting into China, we want to be there,",616,618.146,2.146,21
but there are so many people that won't have the access to write a blog.,618.17,621.871,3.701,21
"But to see something like the $100 computer is amazing,",621.895,624.632,2.737,21
because blogging software is simple. ,624.656,626.706,2.05,21
"We have a successful company because of timing,",626.73,628.973,2.243,21
"and because of perseverance, but it's simple stuff --",628.997,631.505,2.508,21
it's not rocket science. ,631.529,633.04,1.511,21
"And so, that's an amazing thing to consider.",633.064,636.064,3,21
So -- ,636.473,637.893,1.42,21
the life record of a blog is something that I find incredibly important.,639.152,644.021,4.869,21
"And we started with a slide of my Teds, ",644.045,646.342,2.297,21
"and I had to add this slide, ",646.366,648.024,1.658,21
"because I knew the minute I showed this, my mom --",648.048,650.418,2.37,21
"my mom will see this, because she does read my blog",650.442,652.984,2.542,21
"and she'll say, ""Why wasn't there a picture of me?""",653.008,655.496,2.488,21
This is my mom. ,655.52,656.737,1.217,21
"So, I have all the people that I know of. ",656.761,659.031,2.27,21
But this is basically the extent of the family that I know,659.055,662.981,3.926,21
in terms of my direct line. ,663.005,665.889,2.884,21
"I showed a Norman Rockwell painting before, and this one, I grew up with,",665.913,669.996,4.083,21
looking at constantly. ,670.02,671.834,1.814,21
"I would spend hours looking at the connections,",671.858,674.054,2.196,21
"saying, ""Oh, the little kid up at the top has red hair;",674.078,676.834,2.756,21
"so does that first generation up there."" ",676.858,678.834,1.976,21
And it's just these little things. ,678.858,680.5,1.642,21
"This is not science, but this was enough for me",680.524,684.451,3.927,21
to be really interested in how we have evolved,684.475,687.834,3.359,21
and how we can trace our line. ,687.858,690.132,2.274,21
So that has always influenced me. ,690.608,692.834,2.226,21
"I have this record, this 1910 census, ",693.143,696.755,3.612,21
of another Grabowski -- that's my maiden name --,696.779,699.286,2.507,21
"and there's a Theodore, because there's always a Theodore.",699.31,702.047,2.737,21
"This is all I have, a couple of facts about somebody.",702.071,705.703,3.632,21
"I have their date of birth, their age, what they did in their household,",705.727,709.868,4.141,21
"if they spoke English, ",709.892,711.043,1.151,21
"and that's it, that's all I know of these people.",711.067,713.406,2.339,21
"And it's pretty sad, ",713.43,714.834,1.404,21
"because I only go back five generations, and that's it.",714.858,718.501,3.643,21
"I don't even know what happens on my mom's side,",718.525,720.792,2.267,21
because she's from Cuba and I don't have that many things.,720.816,723.759,2.943,21
"Just doing this, I spent time in the archives --",724.857,727.163,2.306,21
that's why my husband's a saint -- ,727.187,728.831,1.644,21
"I spent time in the Washington archives, ",728.855,730.783,1.928,21
"just sitting there, looking for these things.",730.807,732.912,2.105,21
"Now it's online, but he sat through that. ",732.936,734.916,1.98,21
And so you have this record and -- ,734.94,737.431,2.491,21
This is my great-great-grandmother. ,737.455,739.543,2.088,21
This is the only picture I have. ,739.567,741.194,1.627,21
And to think of what we have the ability to do with our blogs;,741.218,745.481,4.263,21
"to think about the people that are on those $100 computers,",745.505,748.834,3.329,21
"talking about who they are, sharing these personal stories --",748.858,752.499,3.641,21
this is an amazing thing. ,752.523,754.237,1.714,21
"Another photo that has greatly influenced me,",754.642,757.834,3.192,21
"or a series of photos, is this project ",757.858,759.834,1.976,21
that's done by an Argentinean man and his wife.,759.858,763.131,3.273,21
And he's basically taking a picture of his family every day,763.155,766.329,3.174,21
"for the past, what is '76? -- 20 ... Oh my God, I'm '77 -- 29 years?",766.353,772.121,5.768,21
Twenty-nine years. ,772.145,773.866,1.721,21
"There was a joke, originally, about my graph that I left out, which is:",774.919,778.283,3.364,21
You see all this math? ,778.307,779.464,1.157,21
"I'm just happy I was able to add it up to 100,",779.488,781.663,2.175,21
because that's my skill set. ,781.687,783.482,1.795,21
(Laughter) ,783.506,785.72,2.214,21
"So you have these people aging, ",785.744,788.405,2.661,21
"and now this is them today, or last year. ",788.429,791.735,3.306,21
"And that's a powerful thing to have, to be able to track this.",792.063,795.008,2.945,21
I wish that I would have this of my family.,795.032,797.834,2.802,21
I know that one day my children will be wondering --,797.858,801.834,3.976,21
"or my grandchildren, or my great-grandchildren,",801.858,804.097,2.239,21
if I ever have children -- ,804.121,806.195,2.074,21
what I am going to -- ,806.219,808.834,2.615,21
who I was. ,808.858,810.145,1.287,21
So I do something that's very narcissistic --,810.169,812.42,2.251,21
I am a blogger -- ,812.444,813.936,1.492,21
"that is an amazing thing for me, ",813.96,816.42,2.46,21
because it captures a moment in time every day.,816.444,819.419,2.975,21
I take a picture of myself -- I've been doing this since last year --,819.443,822.703,3.26,21
every single day. ,822.727,824.032,1.305,21
"And, you know, it's the same picture; ",824.056,825.882,1.826,21
it's basically the same person. ,825.906,827.663,1.757,21
Only a couple of people read it. ,827.687,829.266,1.579,21
I don't write this for this audience; ,829.29,831.143,1.853,21
"I'm showing it now, but I would go insane if this was really public.",831.167,835.174,4.007,21
